MAE,MSE,RSME,CVRMSE,MAPE
18.05741007502782,510.23517885709344,22.58838592854951,85.06825203844825,167.379478668629
15.907321871751916,419.955986239181,20.492827677975068,77.1763434273152,132.46605723115886
14.627266105593222,385.0240130681663,19.62202877044487,73.89689968242338,105.4260007986041
