;0;1;2;3;4;5;6
0;0.0;35.0;10.024112559885037;169.45959137507597;13.01766458989768;84.78975076958532;84.97699595253997
1;0.0;326.0;44.45473799566439;2335.3370954799766;48.32532561173258;18.90267330240658;18.0276907006465
2;1.0;21.0;7.75197190178719;104.89709758733767;10.241928411551102;83.8589641251249;76.20093308135054
3;1.0;27.0;23.299463868741753;815.1036173779573;28.55001956878414;78.73484744010835;81.14848235638512
4;1.0;37.0;5.359519097969714;51.09563690857629;7.148121215296806;75.45970214831573;57.588294463821995
5;1.0;40.0;7.464996368709005;95.55922472101032;9.775439873530516;90.54884607895133;95.07223640564911
6;1.0;55.0;22.393453887251688;800.0222874383729;28.284665234688088;53.64865609433277;43.420034452808736
7;1.0;58.0;32.59484257715942;2053.321034602344;45.31358554122973;92.1529330300438;71.7490116714147
8;1.0;129.0;3.0914030863200668;14.018059049462577;3.744069851039451;17.66461811033133;16.362689052441613
9;1.0;136.0;8.228023744366537;76.49297253469211;8.746026099589008;37.67279614017562;39.82691502845323
10;1.0;212.0;8.016825991619163;73.18947958147798;8.555085013106414;9.471706824133392;8.950361905463824
11;1.0;254.0;28.903081822692112;1213.9057706629235;34.84115053586669;19.752150302396906;16.248057103848332
12;1.0;277.0;20.370305846823435;481.5028418737208;21.943173012892206;15.32465161760313;14.69985716479173
13;1.0;280.0;3.4738803970896193;15.293820722868237;3.910731481816188;56.86826506232679;65.6296401660781
14;1.0;292.0;5.864062830290524;44.73147098504146;6.688159013139674;15.97070096544259;14.059434135404434
15;1.0;323.0;36.873340552025034;2027.1248935278702;45.02360373768264;45.94803790048111;37.94881032784596
16;1.0;362.0;14.218734582713696;250.88475366179054;15.83934195797889;9.745839221820695;9.01716713787489
17;1.0;363.0;62.54040994349226;5132.804928423221;71.64359656259045;38.12182795504047;31.17661627181882
18;1.0;369.0;34.4861213161705;1634.8484126692033;40.43325874412305;10.450283340354417;9.231480549262084
19;1.0;378.0;13.882595286504698;266.76666579479087;16.3329931670466;7.558687578564302;6.587769565077925
20;1.0;384.0;11.482930888364587;178.03816958890633;13.343094453270814;5.174422467102081;4.542879030799417
21;1.0;401.0;40.264984569417656;1978.3260170570697;44.478376960688095;5.151493489079245;4.7191914486037705
22;1.0;452.0;59.24520977437084;4791.452571409863;69.22031906463494;8.6816550982884;7.445923926483097
23;1.0;455.0;13.658893138310393;395.90220870164916;19.89729149159878;12.501658924946152;7.888530544815213
24;1.0;457.0;359.86538491150156;137318.60305781837;370.5652480438747;19.197673433946804;18.820271641394807
25;1.0;490.0;4.154683550647216;23.5885271986767;4.856802157662663;33.95566499393783;30.18284493821728
26;2.0;18.0;38.0692966904383;1562.0047330760672;39.52220556947786;89.3855671003824;102.29701682664849
27;2.0;143.0;13.193339342193816;207.124017766442;14.391803839909784;66.99909118983813;78.88712339955887
28;2.0;144.0;31.769925009330443;1216.016212955069;34.8714240167371;43.991551922006245;51.619566010349104
29;2.0;175.0;23.81829690490026;744.9592284517478;27.29394124071765;46.41800536743628;44.296988540933
30;2.0;196.0;18.730374700985546;576.1051143613425;24.002189782629053;23.185608698614164;17.792869343857447
31;2.0;218.0;61.160209453152625;4558.6796769838975;67.51799520856568;34.40023426712142;36.189073137353134
32;2.0;245.0;17.660503078133708;360.9552143570216;18.99882139389235;50.29943834040086;58.81913565970378
33;2.0;284.0;31.01640449882708;1277.9779151683367;35.74881697578728;18.930550061645356;17.017916555567805
34;2.0;298.0;32.05382804965577;1509.520022555443;38.85254203466541;59.72257850864766;64.54371600442282
35;2.0;314.0;60.28604533199452;6657.386104337868;81.59280669481758;57.206521231202544;36.83443787599532
36;2.0;328.0;4.870297892664148;33.97965844732702;5.829207360124275;14.724634530395317;12.839748475894414
