,0
67654.45376355722,13
587005.187816058,10
126397.82741653197,3
40875.14861741911,1
22204.598180987894,2
106661.56271068336,1
544081.0367468764,10
46101.11906949285,10
1298229.990006965,2
3098793.201717598,7
132523.95579522155,2
16277.607229722384,10
41925.557667901536,2
95785.45467348583,4
3761327.3166352636,12
40382.399326433704,6
124602.41732529287,14
115330.62473802916,4
149795.54715060006,3
338248.6145106994,4
94581.04336506262,1
191402.603539442,4
317031.1380222391,0
155140.28698644962,14
53563.517997058676,1
3985920.7687494988,8
39160.3779330261,10
147570.45369094773,0
4105311.230406727,8
463106.0379994341,3
161021.8353694794,0
104382.57822707677,10
361469.1716294437,13
310365.162738393,10
235072.2265439253,1
22666.280993296386,2
774724.4457858496,2
21534.283785177056,3
275683.6147066849,14
458066.5057615052,0
14135.187581780136,14
14274.583858977683,6
425740.1759162031,13
580808.4015447225,2
14110.272401686894,13
520759.10430227045,2
24665.521882238743,0
206479.04130267462,10
360921.28508342383,13
133446.03805154606,14
161241.90972471196,10
778883.6494451255,6
2092680.0989805104,8
27662.45799581791,14
317360.6992842817,13
286466.4925749981,7
344614.46757939074,8
564365.2289193311,0
144246.37800061936,14
2349193.3538269405,11
520420.3795435873,4
8289142.94541405,11
293648.3300927647,14
133565.33451347565,0
67362.89949113788,13
43372.5094946141,12
16214.744284081404,2
88033.32776079648,14
49233.23105784713,12
188805.85230070056,6
513703.11477482546,12
276028.2210077657,10
177944.96179121645,10
338635.38218606217,13
348579.7607944377,0
450105.5732754853,13
318915.7972198645,14
5870481.978996719,11
51780.59697396052,3
428312.3191140843,14
246161.32597173547,2
200383.80819629377,4
319956.6950358675,13
29273.167552189694,2
189587.56294830755,1
145725.72186573158,4
304530.40991048067,1
657927.2528462466,4
315158.1174266329,6
202903.40290592704,10
1115051.343745224,8
175351.47189269908,0
286158.3536183145,14
642212.2681731406,4
5066891.244435472,8
48211.57065670131,0
178269.66498101654,14
45465.28985339853,3
190354.87184140884,6
79749.23973025336,14
416356.50725887116,14
34056.17422561952,3
74544.82264820341,4
1194382.9373428214,12
505155.5256829619,10
433993.4171283491,10
23610.74708969339,13
68179.99202596786,0
367249.7030622842,6
853193.8424843863,2
76480.79196161334,14
65842.16908215164,6
18462.094411683403,10
224630.7347562389,0
168732.67029583827,3
272738.86595213093,10
502229.44183110725,0
130593.12035447793,4
24495.144544991937,10
