;0;1;2;3;4;5;6;7;8;9;10
0;69.91509230769243;2.0;1.0;0.0;730.5719161904764;1.0;5651.17099;2.0;6.0;1946.238199999999;0.0
1;65.82754036087371;2.0;1.0;0.0;815.8475014697243;1.0;8645.287568133335;2.0;3.0;1945.6494615182555;0.0
2;68.470458518754;2.0;1.0;0.0;875.8763380558837;1.0;12142.428806363634;2.0;3.0;1946.687901134166;1.0
3;68.36008864182695;2.0;1.0;0.0;735.9898902529766;1.0;10164.4506751875;2.0;3.0;1937.3894614361693;0.0
4;68.16418069465166;2.0;1.0;0.0;369.58420393087937;1.0;1228.5981195657896;2.0;6.0;1952.9175752932122;0.0
5;67.26923076923077;2.0;0.0;0.0;1005.8431486880469;1.0;51764.38293142857;2.0;3.0;1922.891011723838;0.0
6;65.59130642085182;2.0;1.0;0.0;1519.0448642266822;1.0;14508.19058090909;2.0;0.0;1938.5502241955328;0.0
7;67.26923076923077;2.0;1.0;0.0;2858.75;1.0;10967.384955000001;2.0;0.0;1942.7127659574471;0.0
8;63.66635613521427;2.0;1.0;0.0;678.9750535508311;1.0;20977.753149999993;2.0;3.0;1942.7127659574471;4.0
9;67.26923076923077;2.0;0.0;0.0;1363.4119047619051;1.0;138951.2076;1.0;2.0;1385.6781914893618;0.0
10;66.78375783020871;2.0;1.0;0.0;495.6741250717146;1.0;2695.0483151325298;2.0;6.0;1945.54410670109;1.0
11;67.26923076923075;2.0;1.0;0.0;774.0547759932384;1.0;27526.305309999992;2.0;3.0;1948.5244869696583;4.0
12;64.03178418803417;2.0;1.0;0.0;714.2475529100531;1.0;16870.86273875;2.0;3.0;1942.7127659574471;0.0
13;69.48796441653587;2.0;1.0;0.0;780.2900496706626;1.0;7170.477977404762;2.0;4.0;1942.7127659574467;0.0
14;65.47214995755412;2.0;1.0;0.0;634.8657648036076;1.0;4091.4874081509433;2.0;3.0;1943.5896586200874;0.0
