MAE,MSE,RSME,CVRMSE,MAPE
20.558637406564337,714.8941630444535,26.73750480213989,50.13783730638901,56.913968456170984
25.05311572326063,1292.4786451672344,35.95105902706114,67.41497988798561,72.48361505247344
