"Timestamp";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V59";"V60";"V61";"V62";"V66";"V118"
735080;24.680556;55.626;0.030988;24.680556;NA;NA;23;89;1.22936;1.1;1.1;0.4;0.5;18.333333;26.666667;26.666667;25;NA;-0.159647
735080.041667;24.70319475;55.626;0.030988;24.70319475;NA;NA;22.75;88.75;1.00584;1.1;1.1;0.4;0.5;18.333333;26.666667;26.666667;25;NA;-0.151776
735080.083333;24.997499;55.626;0.030988;24.997499;NA;NA;22;89.5;1.34112;1.1;1.1;0.4;0.5;18.333333;26.666667;26.666667;25;NA;-0.049896
735080.125;25.042776;55.626;0.030988;25.042776;NA;NA;22;94;1.78816;1.1;1.1;0.4;0.5;18.333333;26.666667;26.666667;25;NA;-0.034596
735080.166667;25.223889;55.626;0.030988;25.223889;NA;NA;22;92.5;3.12928;1.1;1.1;0.4;0.5;18.333333;26.666667;26.666667;25;NA;0.028424
735080.208333;25.291803;55.626;0.030988;25.291803;NA;NA;22;89.5;2.90576;1.1;1.1;0.4;0.5;21.20000025;26.666667;25.7833335;25;NA;0.05205425
735080.25;24.748472;55.626;0.030988;24.748472;NA;NA;22.25;92.75;2.2352;1.1;1.1;0.4;0.5;22.155556;26.666667;25.488889;25;NA;-0.136255
735080.291667;24.29569475;55.626;0.030988;24.29569475;NA;NA;23.25;86.25;2.2352;1.1;1.1;0.4;0.5;22.155556;26.666667;25.488889;25;NA;-0.293445
735080.333333;23.70708325;55.626;0.030988;23.70708325;NA;NA;24.75;74;2.34696;1.1;1.525;0.4;0.5;22.155556;26.666667;25.488889;25;NA;0.0326015
735080.375;23.8429165;55.626;0.030988;23.8429165;NA;NA;27.25;60.25;2.57048;1.1;1.1;0.4;0.5;22.155556;26.666667;25.488889;25;NA;-0.45084
735080.416667;24.6126395;55.626;0.030988;24.6126395;NA;NA;28.25;55;2.45872;1.1;1.1;0.4;0.5;22.155556;26.666667;25.488889;25;NA;-0.18346275
