"Timestamp";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V59";"V60";"V61";"V62";"V66";"V118"
735080;24.8830555;61.85825;0.033528;25.29576275;NA;NA;23;89;1.22936;1.1;1.1;0.29;0.39;10;24.444444;26.666667;22.777778;NA;-0.22374425
735080.041667;24.931389;62.5625;0.033274;25.32552875;NA;NA;22.75;88.75;1.00584;1.1;1.1;0.29;0.39;10;24.444444;26.666667;22.777778;NA;-0.20294775
735080.083333;24.96791675;62.744;0.034798;25.34933375;NA;NA;22;89.5;1.34112;1.1;1.1;0.29;0.39;10;24.444444;26.666667;22.777778;NA;-0.189671
735080.125;25.01013875;62.19275;0.033528;25.36619;NA;NA;22;94;1.78816;1.1;1.1;0.29;0.39;10;24.444444;26.666667;22.777778;NA;-0.18189925
735080.166667;25.04625;62.26775;0.032512;25.36483725;NA;NA;22;92.5;3.12928;1.1;1.1;0.29;0.39;10;24.444444;26.666667;22.777778;NA;-0.173694
735080.208333;25.01027775;63.83225;0.047625;25.11575775;NA;NA;22;89.5;2.90576;1.1;1.1;0.29;0.39;20.316667;24.444444;25.73333325;22.777778;NA;-0.21103025
735080.25;24.3994445;60.98225;0.030734;24.020337;NA;NA;22.25;92.75;2.2352;1.1;1.1;0.29;0.39;23.755556;24.444444;25.422222;22.777778;NA;-0.54548275
735080.291667;23.71333325;57.865;0.027686;23.18698;NA;NA;23.25;86.25;2.2352;1.1;1.1;0.29;0.39;23.755556;24.444444;25.422222;22.777778;NA;-0.85263875
735080.333333;23.605;55.48925;0.033528;23.34364075;NA;NA;24.75;74;2.34696;1.1;1.1;0.29;0.39;23.755556;24.444444;25.422222;22.777778;NA;-0.867041
735080.375;23.63486125;54.409;0.044069;23.89238725;NA;NA;27.25;60.25;2.57048;1.1;1.212;0.3275;0.4275;23.755556;24.444444;25.422222;22.777778;NA;-0.4512095
735080.416667;24.2068055;52.414;0.046482;24.5581865;NA;NA;28.25;55;2.45872;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.43537325
735080.458333;24.12819425;52.169;0.037846;24.8027765;NA;NA;29.25;53.5;3.01752;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.414576
735080.5;24.206389;51.46;0.053848;24.63275325;NA;NA;30;48.25;2.57048;1.1;1.14175;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.34276675
735080.541667;24.0980555;51.2085;0.037338;24.60407525;NA;NA;30.25;46;2.34696;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.4590245
735080.583333;24.01972225;51.25275;0.038354;24.7696935;NA;NA;30.5;48.25;3.68808;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.4486255
735080.625;23.9175;52.80125;0.051435;24.81607275;NA;NA;29;55;6.7056;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.450833
735080.666667;24.0319445;52.70725;0.038989;25.21411425;NA;NA;28.75;55.75;6.1468;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.36487
735080.708333;24.07402775;53.23175;0.069723;25.4813635;NA;NA;27.75;59;4.91744;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.36452475
735080.75;23.94152775;53.677;0.03048;24.25450225;NA;NA;26.75;62.75;5.588;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.5279675
735080.791667;23.4905555;53.2055;0.048768;23.18365325;NA;NA;25.5;67.25;3.57632;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.79213925
735080.833333;23.16597225;52.642;0.031496;23.0481745;NA;NA;23.75;75;3.46456;1.1;1.1;0.34;0.44;23.755556;24.444444;25.422222;22.777778;NA;-0.88457775
