"Timestamp";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V59";"V60";"V61";"V62";"V66";"V118"
735080;24.555432;55.626;0.030988;24.555432;NA;NA;23;89;1.22936;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.113634
735080.041667;24.555432;55.626;0.030988;24.555432;NA;NA;22.75;88.75;1.00584;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.113634
735080.083333;24.57705375;55.626;0.030988;24.57705375;NA;NA;22;89.5;1.34112;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.10634625
735080.125;24.57705375;55.626;0.030988;24.57705375;NA;NA;22;94;1.78816;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.10634625
735080.166667;24.62029725;55.626;0.030988;24.62029725;NA;NA;22;92.5;3.12928;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.09177075
735080.208333;24.598675;55.626;0.030988;24.598675;NA;NA;22;89.5;2.90576;1.1;1.1;0.44;0.54;22.04444425;23.888889;25.37777775;22.222222;NA;-0.09905725
735080.25;23.906757;55.626;0.030988;23.906757;NA;NA;22.25;92.75;2.2352;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.3322245
735080.291667;23.387817;55.626;0.030988;23.387817;NA;NA;23.25;86.25;2.2352;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.507029
735080.333333;23.03081475;56.9735;0.065278;22.96178725;NA;NA;24.75;74;2.34696;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.633669
735080.375;22.99791675;56.55025;0.066294;23.0545645;NA;NA;27.25;60.25;2.57048;1.1;1.225;0.5175;0.6175;23.333333;23.888889;25;22.222222;NA;-0.29207375
735080.416667;23.196111;55.49975;0.043942;23.264537;NA;NA;28.25;55;2.45872;1.1;1.1;0.75;0.85;23.333333;23.888889;25;22.222222;NA;0.05821725
735080.458333;23.37013875;54.65225;0.053086;23.439112;NA;NA;29.25;53.5;3.01752;1.1;1.1;0.75;0.85;23.333333;23.888889;25;22.222222;NA;0.09655175
735080.5;23.39402775;53.811;0.047752;23.482186;NA;NA;30;48.25;2.57048;1.1;1.1;0.75;0.85;23.333333;23.888889;25;22.222222;NA;0.102939
735080.541667;23.4419445;53.2695;0.060706;23.48023275;NA;NA;30.25;46;2.34696;1.1;1.1;0.75;0.85;23.333333;23.888889;25;22.222222;NA;0.10119475
735080.583333;23.82152775;52.91275;0.037465;24.07385875;NA;NA;30.5;48.25;3.68808;1.1;1.1;0.75;0.85;23.333333;23.888889;25;22.222222;NA;0.23304025
735080.625;24.23083325;51.74025;0.044069;24.324774;NA;NA;29;55;6.7056;1.1;1.16675;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.08712725
735080.666667;24.22486125;51.91325;0.042291;24.32460925;NA;NA;28.75;55.75;6.1468;1.1;1.1;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.215326
735080.708333;24.14652775;52.89575;0.028194;24.14028975;NA;NA;27.75;59;4.91744;1.1;1.1;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.2496405
735080.75;23.79125;53.5145;0.059817;23.7474275;NA;NA;26.75;62.75;5.588;1.1;1.1;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.39537975
735080.791667;23.35222225;53.139;0.034417;23.35222225;NA;NA;25.5;67.25;3.57632;1.1;1.1;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.511665
735080.833333;22.943889;52.7605;0.03683;22.919164;NA;NA;23.75;75;3.46456;1.1;1.1;0.45;0.55;23.333333;23.888889;25;22.222222;NA;-0.653759
735080.875;23.02222225;52.7165;0.033147;22.9481;NA;NA;23;78;3.01752;1.1;1.1;0.45;0.55;19.583333;23.888889;26.25000025;22.222222;NA;-0.63502475
735080.916667;23.5025;53.2855;0.02667;23.34760225;NA;NA;23;78;2.68224;1.1;1.1;0.45;0.55;18.333333;23.888889;26.666667;22.222222;NA;-0.48278575
735080.958333;23.70097225;54.1835;0.02794;23.5528225;NA;NA;22.75;79.25;2.57048;1.1;1.1;0.45;0.55;18.333333;23.888889;26.666667;22.222222;NA;-0.4093865
735081;23.82097225;55.26375;0.02794;23.69127875;NA;NA;22;83;2.01168;1.1;1.1;0.4425;0.5425;18.333333;23.888889;26.666667;22.222222;NA;-0.3766245
735081.041667;23.91152775;56.33625;0.028448;23.78737175;NA;NA;22;83;1.34112;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.3435765
735081.083333;23.97791675;57.022;0.03048;23.85948475;NA;NA;22;83;1.34112;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.31544725
735081.125;24.0380555;57.938;0.029464;23.91998;NA;NA;21.75;84.25;1.6764;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.288505
735081.166667;24.09791675;58.5735;0.029464;23.97426325;NA;NA;21;88;2.68224;1.1;1.1;0.44;0.54;18.333333;23.888889;26.666667;22.222222;NA;-0.26450225
735081.208333;23.97777775;62.52425;0.034036;23.8409975;NA;NA;21.25;88;2.68224;1.1;1.1;0.44;0.54;22.083333;23.888889;25.41666675;22.222222;NA;-0.27865625
735081.25;23.18416675;59.40175;0.052197;23.1150945;NA;NA;22.25;86.75;2.68224;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.5595745
735081.291667;22.501111;56.855;0.045847;22.457424;NA;NA;23.25;81.75;2.90576;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.80364175
735081.333333;22.27986125;56.14125;0.095504;22.16502;NA;NA;24.5;74.75;3.57632;1.1;1.1;0.44;0.54;23.333333;23.888889;25;22.222222;NA;-0.9309985
735081.375;22.62083325;55.60225;0.109855;22.512256;NA;NA;26;65;3.79984;1.1;1.225;0.365;0.465;23.333333;23.888889;25;22.222222;NA;-0.76397375
735081.416667;22.9919445;54.38675;0.138303;22.90797675;NA;NA;26.25;63.25;4.24688;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-1.09158425
735081.458333;23.38222225;52.97775;0.047625;23.31326775;NA;NA;27.25;56.25;3.68808;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.7962725
735081.5;23.46625;51.321;0.056515;23.5044565;NA;NA;28;52;3.9116;1.1;1.0875;0.565;0.665;23.333333;23.888889;25;22.222222;NA;-0.2839905
735081.541667;23.376111;50.9925;0.065786;23.39478125;NA;NA;28.25;54;3.01752;1.1;1.1;0.64;0.74;23.333333;23.888889;25;22.222222;NA;-0.13287175
735081.583333;23.37013875;51.3555;0.068834;23.4016405;NA;NA;28.75;51;1.1176;1.1;1.1;0.64;0.74;23.333333;23.888889;25;22.222222;NA;-0.13866925
735081.625;23.6230555;50.32925;0.054737;23.8050115;NA;NA;28.25;51;0.89408;1.1;1.14175;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.579306
735081.666667;23.76708325;49.43575;0.069723;23.8872695;NA;NA;29;50.25;2.2352;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.675261
735081.708333;23.635;49.84725;0.038481;23.62268875;NA;NA;29;48;2.34696;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.717697
735081.75;23.412361;50.5865;0.040894;23.387444;NA;NA;28.75;50.5;3.3528;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.7950745
735081.791667;23.12402775;50.7695;0.031242;23.08676475;NA;NA;27.5;62;5.0292;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.90016025
735081.833333;22.86611125;51.169;0.039243;22.81065075;NA;NA;25.75;75;3.79984;1.1;1.1;0.34;0.44;23.333333;23.888889;25;22.222222;NA;-0.99369675
