"Timestamp";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V59";"V60";"V61";"V62";"V66";"V118"
735080;26.26377225;55.626;0.030988;26.26377225;NA;NA;23;89;1.22936;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.876029
735080.041667;26.26377225;55.626;0.030988;26.26377225;NA;NA;22.75;88.75;1.00584;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.876029
735080.083333;26.2476305;55.626;0.030988;26.2476305;NA;NA;22;89.5;1.34112;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.871545
735080.125;26.26377225;55.626;0.030988;26.26377225;NA;NA;22;94;1.78816;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.876029
735080.166667;26.2476305;55.626;0.030988;26.2476305;NA;NA;22;92.5;3.12928;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.871545
735080.208333;26.11849675;55.626;0.030988;26.11849675;NA;NA;22;89.5;2.90576;1.1;1.1;0.735;0.835;17.083333;21.111111;23.33333325;18.333333;NA;0.835678
735080.25;25.3921205;55.626;0.030988;25.3921205;NA;NA;22.25;92.75;2.2352;1.1;1.1;0.735;0.835;19.444444;21.111111;22.222222;18.333333;NA;0.634109
735080.291667;24.69792925;55.626;0.030988;24.69792925;NA;NA;23.25;86.25;2.2352;1.1;1.1;0.735;0.835;19.444444;21.111111;22.222222;18.333333;NA;0.44175175
735080.333333;24.5040305;55.626;0.030988;24.5040305;NA;NA;24.75;74;2.34696;1.1;1.1;0.735;0.835;19.444444;21.111111;22.222222;18.333333;NA;0.3880725
735080.375;24.536414;55.626;0.030988;24.536414;NA;NA;27.25;60.25;2.57048;1.1;1.32075;0.64;0.74;19.444444;21.111111;22.222222;18.333333;NA;0.4976675
735080.416667;24.7787365;55.626;0.030988;24.7787365;NA;NA;28.25;55;2.45872;1.1;1.1;0.64;0.74;19.444444;21.111111;22.222222;18.333333;NA;0.3247105
735080.458333;24.94015275;55.626;0.030988;24.94015275;NA;NA;29.25;53.5;3.01752;1.1;1.1;0.64;0.74;19.444444;21.111111;22.222222;18.333333;NA;0.3720835
735080.5;24.85944425;55.626;0.030988;24.85944425;NA;NA;30;48.25;2.57048;1.1;1.14175;0.73;0.83;19.444444;21.111111;22.222222;18.333333;NA;0.5329155
735080.541667;24.74645275;55.626;0.030988;24.74645275;NA;NA;30.25;46;2.34696;1.1;1.1;0.76;0.86;19.411111;21.111111;22.188889;18.333333;NA;0.489189
735080.583333;24.730311;55.626;0.030988;24.730311;NA;NA;30.5;48.25;3.68808;1.1;1.1;0.76;0.86;19.444444;21.111111;22.222222;18.333333;NA;0.484784
735080.625;24.74645275;55.626;0.030988;24.74645275;NA;NA;29;55;6.7056;1.1;1.1;0.76;0.86;19.4277775;21.111111;22.2055555;18.333333;NA;0.489189
735080.666667;24.77873625;55.626;0.030988;24.77873625;NA;NA;28.75;55.75;6.1468;1.1;1.1;0.76;0.86;19.4277775;21.111111;22.2055555;18.333333;NA;0.497999
735080.708333;24.77873625;55.626;0.030988;24.77873625;NA;NA;27.75;59;4.91744;1.1;1.1;0.76;0.86;19.444444;21.111111;22.222222;18.333333;NA;0.497999
735080.75;24.71412025;55.626;0.030988;24.71412025;NA;NA;26.75;62.75;5.588;1.1;1.1;0.76;0.86;19.444444;21.111111;22.222222;18.333333;NA;0.48036975
735080.791667;24.4878395;55.626;0.030988;24.4878395;NA;NA;25.5;67.25;3.57632;1.1;1.1;0.76;0.86;19.444444;21.111111;22.222222;18.333333;NA;0.4186405
735080.833333;24.293546;55.626;0.030988;24.293546;NA;NA;23.75;75;3.46456;1.1;1.1;0.76;0.86;19.444444;21.111111;22.222222;18.333333;NA;0.3656675
735080.875;24.45530875;55.626;0.030988;24.45530875;NA;NA;23;78;3.01752;1.1;1.1;0.76;0.86;12.361111;21.111111;25.55555575;18.333333;NA;0.409787
735080.916667;25.0692865;55.626;0.030988;25.0692865;NA;NA;23;78;2.68224;1.1;1.1;0.76;0.86;10;21.111111;26.666667;18.333333;NA;0.5773265
735080.958333;25.311412;55.626;0.030988;25.311412;NA;NA;22.75;79.25;2.57048;1.1;1.1;0.76;0.86;10;21.111111;26.666667;18.333333;NA;0.643468
735081;25.44054575;55.626;0.030988;25.44054575;NA;NA;22;83;2.01168;1.1;1.1;0.74125;0.84125;10;21.111111;26.666667;18.333333;NA;0.65539675
735081.041667;25.505112;55.626;0.030988;25.505112;NA;NA;22;83;1.34112;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.66543
735081.083333;25.569679;55.626;0.030988;25.569679;NA;NA;22;83;1.34112;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.68334
735081.125;25.569679;55.626;0.030988;25.569679;NA;NA;21.75;84.25;1.6764;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.68334
735081.166667;25.569679;55.626;0.030988;25.569679;NA;NA;21;88;2.68224;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.68334
735081.208333;25.53739575;55.626;0.030988;25.53739575;NA;NA;21.25;88;2.68224;1.1;1.1;0.735;0.835;17.083333;21.111111;23.33333325;18.333333;NA;0.6743855
735081.25;24.89167875;55.626;0.030988;24.89167875;NA;NA;22.25;86.75;2.68224;1.1;1.1;0.735;0.835;19.444444;21.111111;22.222222;18.333333;NA;0.4954185
735081.291667;24.29354525;55.626;0.030988;24.29354525;NA;NA;23.25;81.75;2.90576;1.1;1.1;0.735;0.835;19.444444;21.111111;22.222222;18.333333;NA;0.32984075
735081.333333;24.22877975;55.626;0.030988;24.22877975;NA;NA;24.5;74.75;3.57632;1.1;1.32075;0.7725;0.8725;19.444444;21.111111;22.222222;18.333333;NA;0.5846365
735081.375;24.42307475;55.626;0.030988;24.42307475;NA;NA;26;65;3.79984;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.46832675
735081.416667;24.58493775;55.626;0.030988;24.58493775;NA;NA;26.25;63.25;4.24688;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.511232
735081.458333;24.52022225;55.626;0.030988;24.52022225;NA;NA;27.25;56.25;3.68808;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.49407375
735081.5;24.536414;55.626;0.030988;24.536414;NA;NA;28;52;3.9116;1.1;1.14175;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.555088
735081.541667;24.47164775;55.626;0.030988;24.47164775;NA;NA;28.25;54;3.01752;1.1;1.1;0.81;0.91;19.411111;21.111111;22.188889;18.333333;NA;0.481198
735081.583333;24.35831;55.626;0.030988;24.35831;NA;NA;28.75;51;1.1176;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.4511605
735081.625;24.35831;55.626;0.030988;24.35831;NA;NA;28.25;51;0.89408;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.4511615
735081.666667;24.406883;55.626;0.030988;24.406883;NA;NA;29;50.25;2.2352;1.1;1.14175;0.81;0.91;19.38333325;21.111111;22.161111;18.333333;NA;0.52202875
735081.708333;24.374501;55.626;0.030988;24.374501;NA;NA;29;48;2.34696;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.455452
735081.75;24.277355;55.626;0.030988;24.277355;NA;NA;28.75;50.5;3.3528;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.429712
735081.791667;24.19639725;55.626;0.030988;24.19639725;NA;NA;27.5;62;5.0292;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.40826825
735081.833333;24.0506765;55.626;0.030988;24.0506765;NA;NA;25.75;75;3.79984;1.1;1.1;0.81;0.91;19.444444;21.111111;22.222222;18.333333;NA;0.3696815
735081.875;24.3744015;55.626;0.030988;24.3744015;NA;NA;24.75;78;2.90576;1.1;1.1;0.81;0.91;12.361111;21.111111;25.55555575;18.333333;NA;0.45545325
735081.916667;25.00471975;55.626;0.030988;25.00471975;NA;NA;24;78;2.01168;1.1;1.1;0.81;0.91;10;21.111111;26.666667;18.333333;NA;0.62260275
735081.958333;25.29527025;55.626;0.030988;25.29527025;NA;NA;23.75;79.25;1.56464;1.1;1.1;0.81;0.91;10;21.111111;26.666667;18.333333;NA;0.69975975
735082;25.42440425;55.626;0.030988;25.42440425;NA;NA;23;84.5;2.01168;1.1;1.1;0.75375;0.85375;10;21.111111;26.666667;18.333333;NA;0.66594225
735082.041667;25.5373955;55.626;0.030988;25.5373955;NA;NA;23;89;1.56464;1.1;1.1;0.735;0.835;10;21.111111;26.666667;18.333333;NA;0.674385
